% ARFF file produced for W4705 HW2 assignment
% Generated: 2007-10-25 05:12:49.968750

@RELATION       source_type

@ATTRIBUTE      text_length     numeric
@ATTRIBUTE      asciihigh_cnt   numeric
@ATTRIBUTE      caps_cnt        numeric
@ATTRIBUTE      BN1_cnt         numeric
@ATTRIBUTE      NWIRE1_cnt      numeric
@ATTRIBUTE      BN2_cnt         numeric
@ATTRIBUTE      NWIRE2_cnt      numeric
@ATTRIBUTE      BN3_cnt         numeric
@ATTRIBUTE      NWIRE3_cnt      numeric
@ATTRIBUTE      class           {BN, NWIRE}


@DATA
10222, 456, 218, 402, 184, 0, 9, 0, 0, NWIRE
3192, 172, 45, 139, 46, 0, 5, 0, 0, NWIRE
3172, 58, 74, 154, 21, 1, 3, 0, 0, NWIRE
13024, 154, 289, 555, 134, 1, 7, 0, 0, NWIRE
12014, 100, 146, 609, 127, 6, 2, 0, 0, NWIRE
3193, 54, 62, 139, 43, 3, 0, 0, 0, NWIRE
3808, 40, 60, 217, 38, 0, 0, 0, 0, NWIRE
3342, 12, 75, 116, 19, 0, 0, 0, 0, NWIRE
251, 0, 12, 11, 6, 0, 0, 0, 0, NWIRE
981, 12, 24, 46, 6, 0, 0, 0, 0, NWIRE
787, 8, 16, 36, 5, 0, 0, 0, 0, NWIRE
3227, 42, 73, 174, 33, 1, 2, 0, 0, NWIRE
4360, 40, 48, 224, 29, 1, 3, 0, 0, NWIRE
645, 6, 4, 37, 3, 0, 0, 0, 0, NWIRE
1906, 4, 18, 100, 18, 0, 1, 0, 0, NWIRE
1688, 14, 41, 103, 8, 0, 1, 0, 0, NWIRE
6464, 16, 97, 366, 44, 0, 2, 0, 0, NWIRE
3068, 68, 35, 155, 16, 0, 4, 0, 0, NWIRE
848, 8, 33, 47, 14, 0, 1, 0, 0, NWIRE
944, 56, 46, 35, 18, 0, 1, 0, 0, NWIRE
1791, 0, 44, 104, 9, 1, 0, 0, 0, NWIRE
1007, 16, 14, 37, 10, 0, 1, 0, 0, NWIRE
1045, 2, 5, 60, 6, 0, 0, 0, 0, NWIRE
2075, 8, 46, 96, 21, 0, 1, 0, 0, NWIRE
1698, 4, 25, 85, 15, 0, 3, 0, 0, NWIRE
2384, 26, 46, 114, 28, 0, 2, 0, 0, NWIRE
797, 18, 23, 22, 6, 0, 0, 0, 0, NWIRE
2354, 0, 0, 119, 21, 0, 1, 0, 0, NWIRE
447, 0, 0, 23, 4, 0, 0, 0, 0, NWIRE
666, 0, 0, 29, 10, 1, 6, 0, 1, NWIRE
439, 0, 0, 22, 6, 1, 1, 0, 1, NWIRE
190, 0, 0, 8, 8, 0, 0, 0, 0, NWIRE
247, 0, 0, 16, 3, 0, 0, 0, 0, NWIRE
168, 0, 0, 11, 2, 0, 1, 0, 1, NWIRE
1187, 0, 0, 67, 28, 1, 0, 0, 0, NWIRE
440, 0, 0, 23, 9, 0, 4, 0, 1, NWIRE
1574, 0, 0, 86, 20, 0, 1, 0, 1, NWIRE
589, 0, 0, 43, 7, 0, 0, 0, 0, NWIRE
868, 0, 0, 56, 11, 0, 0, 0, 1, NWIRE
1476, 0, 0, 98, 21, 1, 4, 0, 1, NWIRE
2334, 0, 0, 135, 44, 1, 2, 0, 1, NWIRE
1104, 0, 0, 59, 6, 0, 0, 0, 0, NWIRE
3244, 0, 0, 192, 47, 1, 3, 0, 2, NWIRE
2096, 0, 0, 104, 16, 0, 2, 0, 0, NWIRE
1707, 0, 0, 95, 27, 2, 4, 0, 0, NWIRE
806, 0, 0, 44, 7, 0, 1, 0, 0, NWIRE
1125, 0, 0, 61, 16, 0, 4, 0, 0, NWIRE
1481, 0, 0, 70, 17, 0, 1, 0, 1, NWIRE
1305, 0, 0, 67, 13, 0, 2, 0, 1, NWIRE
858, 0, 0, 54, 8, 0, 0, 0, 0, NWIRE
1420, 0, 0, 81, 19, 0, 1, 0, 0, NWIRE
1309, 0, 0, 66, 13, 0, 2, 0, 1, NWIRE
2064, 0, 0, 110, 21, 0, 2, 1, 1, NWIRE
2634, 0, 3, 132, 32, 3, 2, 0, 1, NWIRE
592, 0, 0, 29, 3, 0, 0, 0, 0, NWIRE
891, 0, 0, 42, 6, 0, 1, 0, 0, NWIRE
295, 0, 0, 18, 4, 1, 2, 0, 2, NWIRE
2603, 0, 0, 153, 25, 2, 5, 0, 0, NWIRE
300, 0, 0, 10, 4, 0, 1, 0, 0, NWIRE
1151, 0, 0, 82, 17, 1, 0, 0, 1, NWIRE
1186, 0, 0, 67, 18, 0, 2, 0, 1, NWIRE
1682, 0, 0, 95, 21, 1, 0, 0, 1, NWIRE
541, 0, 0, 34, 6, 1, 4, 0, 3, NWIRE
3147, 0, 0, 178, 41, 2, 6, 0, 3, NWIRE
847, 0, 0, 51, 11, 2, 1, 0, 1, NWIRE
1745, 0, 0, 80, 36, 0, 9, 0, 2, NWIRE
1574, 0, 0, 84, 35, 2, 2, 0, 2, NWIRE
252, 0, 1, 15, 7, 0, 1, 0, 0, NWIRE
908, 0, 1, 45, 14, 1, 1, 0, 0, NWIRE
211, 0, 0, 10, 5, 0, 0, 0, 0, NWIRE
1639, 0, 0, 106, 18, 1, 4, 0, 1, NWIRE
798, 0, 0, 39, 14, 0, 2, 0, 1, NWIRE
941, 0, 0, 63, 14, 0, 2, 0, 1, NWIRE
984, 0, 0, 41, 16, 0, 0, 0, 0, NWIRE
267, 0, 0, 10, 8, 0, 3, 0, 1, NWIRE
1368, 0, 0, 81, 16, 1, 2, 0, 0, NWIRE
701, 0, 1, 50, 13, 1, 3, 0, 0, NWIRE
614, 0, 0, 31, 10, 1, 0, 0, 0, NWIRE
229, 0, 0, 9, 3, 0, 0, 0, 0, NWIRE
2844, 0, 1, 179, 33, 2, 5, 0, 2, NWIRE
2469, 0, 0, 150, 21, 0, 2, 0, 4, NWIRE
475, 0, 0, 23, 4, 0, 0, 0, 1, NWIRE
1627, 0, 1, 88, 18, 1, 5, 0, 0, NWIRE
1646, 0, 0, 113, 17, 1, 3, 0, 1, NWIRE
1341, 0, 0, 87, 10, 1, 1, 0, 5, NWIRE
707, 0, 0, 40, 11, 0, 0, 1, 0, NWIRE
667, 0, 2, 30, 10, 0, 0, 0, 0, NWIRE
3268, 0, 0, 205, 35, 4, 1, 0, 0, NWIRE
1008, 0, 0, 55, 17, 0, 0, 0, 0, NWIRE
822, 0, 0, 55, 15, 0, 1, 0, 1, NWIRE
1048, 0, 0, 67, 13, 0, 1, 0, 0, NWIRE
1103, 0, 0, 54, 11, 2, 0, 0, 0, NWIRE
367, 0, 2, 16, 9, 0, 1, 0, 0, NWIRE
1234, 0, 0, 89, 11, 2, 4, 0, 7, NWIRE
155, 0, 0, 8, 2, 1, 1, 0, 0, NWIRE
556, 0, 0, 36, 7, 0, 0, 0, 0, NWIRE
957, 0, 2, 50, 14, 0, 3, 0, 1, NWIRE
1042, 0, 0, 61, 14, 0, 0, 0, 2, NWIRE
683, 0, 0, 34, 9, 0, 2, 0, 2, NWIRE
357, 0, 4, 11, 11, 0, 0, 0, 0, NWIRE
2233, 0, 0, 143, 26, 0, 1, 0, 1, NWIRE
390, 0, 0, 17, 7, 1, 2, 0, 0, NWIRE
1804, 0, 46, 119, 15, 0, 2, 0, 3, NWIRE
2161, 0, 56, 152, 15, 1, 3, 0, 2, NWIRE
1516, 0, 65, 104, 10, 4, 4, 1, 0, NWIRE
3553, 0, 74, 246, 43, 2, 5, 0, 0, NWIRE
3639, 0, 118, 184, 45, 1, 2, 0, 0, NWIRE
1840, 0, 58, 83, 27, 1, 2, 1, 0, NWIRE
3290, 0, 71, 159, 28, 0, 4, 0, 1, NWIRE
4003, 0, 132, 206, 45, 1, 3, 0, 0, NWIRE
3198, 0, 121, 168, 23, 0, 3, 0, 0, NWIRE
3000, 0, 68, 145, 35, 0, 0, 0, 0, NWIRE
1105, 0, 43, 60, 13, 1, 2, 0, 0, NWIRE
532, 0, 21, 30, 6, 0, 1, 0, 0, NWIRE
505, 0, 19, 30, 7, 0, 0, 0, 1, NWIRE
1351, 0, 44, 91, 11, 0, 6, 0, 0, NWIRE
1967, 0, 60, 122, 13, 0, 2, 0, 3, NWIRE
5690, 0, 195, 329, 56, 0, 4, 2, 0, NWIRE
5953, 0, 201, 331, 54, 3, 4, 1, 0, NWIRE
5013, 0, 92, 238, 47, 3, 7, 0, 0, NWIRE
5586, 0, 230, 300, 60, 1, 1, 0, 0, NWIRE
2915, 0, 86, 181, 26, 0, 5, 0, 0, NWIRE
182, 0, 5, 6, 3, 1, 0, 1, 0, BN
1337, 8, 48, 45, 14, 0, 0, 0, 0, BN
2290, 6, 13, 88, 24, 1, 0, 0, 1, BN
2736, 0, 83, 116, 30, 2, 2, 1, 0, BN
1570, 0, 41, 75, 15, 0, 0, 0, 0, BN
580, 8, 20, 25, 6, 0, 0, 0, 0, BN
2692, 0, 39, 117, 22, 3, 1, 2, 0, BN
1119, 12, 20, 37, 14, 0, 0, 0, 0, BN
833, 0, 15, 38, 7, 1, 0, 0, 0, BN
854, 10, 15, 45, 11, 2, 0, 1, 0, BN
1175, 0, 24, 54, 12, 0, 0, 0, 0, BN
123, 0, 1, 2, 2, 0, 0, 0, 0, BN
1470, 30, 50, 52, 13, 3, 0, 1, 0, BN
1527, 58, 26, 43, 8, 1, 0, 0, 0, BN
3107, 4, 35, 161, 17, 2, 0, 1, 0, BN
1024, 12, 7, 45, 10, 2, 0, 1, 0, BN
770, 4, 7, 35, 2, 2, 1, 1, 0, BN
1246, 0, 17, 46, 7, 2, 0, 0, 0, BN
969, 0, 9, 38, 8, 2, 0, 1, 0, BN
123, 0, 1, 2, 2, 0, 0, 0, 0, BN
2303, 8, 28, 103, 16, 0, 0, 0, 0, BN
184, 0, 4, 10, 2, 0, 0, 0, 0, BN
426, 0, 2, 15, 4, 0, 0, 0, 0, BN
247, 0, 15, 18, 1, 0, 0, 0, 0, BN
267, 8, 5, 7, 2, 0, 0, 0, 0, BN
319, 0, 3, 23, 0, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1079, 0, 0, 45, 14, 0, 1, 0, 0, NWIRE
739, 0, 0, 37, 14, 1, 1, 0, 0, NWIRE
1090, 0, 0, 65, 12, 0, 0, 1, 0, NWIRE
910, 0, 0, 53, 11, 0, 1, 0, 0, NWIRE
1115, 0, 0, 70, 12, 3, 3, 0, 0, NWIRE
720, 0, 0, 43, 12, 1, 2, 0, 2, NWIRE
2618, 0, 0, 164, 48, 1, 4, 0, 4, NWIRE
4014, 0, 0, 212, 38, 0, 2, 0, 3, NWIRE
1531, 0, 0, 91, 27, 0, 2, 0, 0, NWIRE
1190, 0, 0, 64, 11, 0, 1, 0, 0, NWIRE
270, 0, 1, 20, 10, 0, 2, 0, 0, NWIRE
1006, 0, 2, 51, 18, 1, 3, 0, 0, NWIRE
715, 0, 0, 29, 9, 0, 1, 0, 0, NWIRE
759, 0, 0, 43, 16, 0, 2, 0, 0, NWIRE
1125, 0, 0, 61, 11, 0, 0, 0, 0, NWIRE
1001, 0, 0, 46, 17, 0, 2, 0, 0, NWIRE
1193, 0, 0, 66, 20, 0, 1, 0, 1, NWIRE
719, 0, 1, 48, 9, 0, 1, 0, 0, NWIRE
871, 0, 3, 46, 20, 0, 2, 0, 1, NWIRE
1115, 0, 0, 44, 17, 1, 1, 0, 2, NWIRE
1419, 0, 0, 90, 14, 2, 1, 0, 0, NWIRE
2658, 0, 1, 177, 39, 0, 10, 0, 2, NWIRE
2348, 0, 0, 145, 41, 0, 4, 0, 0, NWIRE
3041, 0, 0, 189, 45, 1, 2, 0, 0, NWIRE
1101, 0, 0, 58, 21, 1, 1, 0, 0, NWIRE
1220, 0, 0, 75, 20, 1, 0, 0, 0, NWIRE
665, 0, 0, 44, 8, 0, 1, 0, 1, NWIRE
264, 0, 0, 14, 3, 0, 0, 0, 1, NWIRE
2646, 0, 0, 171, 36, 2, 2, 0, 2, NWIRE
1126, 0, 0, 73, 17, 0, 1, 0, 0, NWIRE
611, 0, 0, 38, 13, 0, 0, 0, 2, NWIRE
1394, 0, 1, 86, 17, 2, 0, 0, 0, NWIRE
1854, 0, 0, 108, 15, 1, 1, 0, 1, NWIRE
1249, 0, 0, 76, 14, 0, 1, 0, 2, NWIRE
277, 0, 0, 18, 7, 1, 2, 0, 0, NWIRE
1033, 0, 1, 59, 13, 0, 1, 0, 1, NWIRE
1613, 0, 0, 101, 11, 0, 4, 0, 2, NWIRE
945, 0, 0, 59, 12, 0, 3, 0, 2, NWIRE
2449, 0, 1, 157, 41, 0, 0, 0, 1, NWIRE
781, 0, 0, 42, 9, 0, 5, 0, 2, NWIRE
1051, 0, 0, 48, 13, 0, 2, 0, 0, NWIRE
1441, 0, 0, 80, 24, 0, 0, 0, 1, NWIRE
1438, 0, 2, 69, 22, 0, 0, 0, 0, NWIRE
342, 0, 0, 14, 4, 0, 0, 0, 0, NWIRE
897, 0, 0, 49, 15, 1, 1, 0, 1, NWIRE
575, 0, 0, 23, 2, 0, 0, 0, 1, NWIRE
702, 0, 1, 30, 13, 0, 0, 0, 0, NWIRE
600, 0, 0, 43, 5, 0, 0, 0, 0, NWIRE
460, 0, 3, 24, 10, 0, 0, 0, 0, NWIRE
1076, 0, 0, 62, 17, 0, 1, 0, 0, NWIRE
970, 0, 0, 49, 6, 0, 0, 0, 1, NWIRE
167, 0, 0, 9, 5, 0, 0, 0, 0, NWIRE
924, 0, 0, 50, 17, 0, 0, 0, 2, NWIRE
568, 0, 0, 27, 8, 0, 0, 0, 2, NWIRE
967, 0, 0, 54, 14, 1, 2, 0, 2, NWIRE
724, 0, 0, 48, 17, 0, 0, 0, 2, NWIRE
6429, 0, 117, 382, 76, 0, 4, 0, 0, NWIRE
5898, 0, 131, 323, 57, 0, 6, 0, 0, NWIRE
3152, 0, 67, 166, 31, 4, 1, 0, 0, NWIRE
6855, 0, 188, 383, 90, 1, 6, 1, 3, NWIRE
10958, 0, 324, 521, 147, 1, 8, 3, 0, NWIRE
5326, 0, 102, 317, 61, 1, 5, 0, 0, NWIRE
5706, 0, 148, 290, 65, 2, 4, 8, 2, NWIRE
5519, 0, 137, 296, 59, 4, 4, 0, 0, NWIRE
10251, 0, 265, 617, 112, 3, 2, 0, 2, NWIRE
429, 0, 9, 29, 8, 0, 0, 0, 0, NWIRE
2173, 0, 74, 118, 30, 0, 1, 1, 0, NWIRE
626, 0, 24, 42, 4, 0, 1, 0, 0, NWIRE
656, 0, 46, 31, 4, 0, 0, 0, 0, NWIRE
4544, 0, 114, 224, 50, 0, 2, 0, 0, NWIRE
544, 0, 16, 34, 4, 0, 0, 0, 0, NWIRE
3198, 0, 77, 154, 34, 0, 2, 0, 0, NWIRE
708, 0, 28, 37, 6, 1, 1, 0, 0, NWIRE
3827, 0, 83, 187, 48, 0, 1, 1, 0, NWIRE
2236, 0, 61, 143, 40, 1, 0, 0, 0, NWIRE
757, 0, 28, 51, 9, 0, 4, 0, 0, NWIRE
4704, 0, 176, 221, 43, 0, 2, 0, 0, NWIRE
957, 0, 35, 62, 9, 0, 1, 0, 0, NWIRE
1128, 0, 81, 32, 5, 0, 0, 0, 0, NWIRE
2474, 0, 87, 154, 17, 0, 1, 0, 3, NWIRE
4838, 0, 122, 228, 54, 0, 5, 2, 1, NWIRE
2400, 0, 78, 174, 23, 0, 2, 0, 0, NWIRE
5552, 0, 124, 286, 69, 2, 2, 1, 0, NWIRE
4812, 0, 180, 205, 52, 1, 3, 0, 0, NWIRE
957, 0, 35, 62, 9, 0, 1, 0, 0, NWIRE
4039, 0, 112, 229, 41, 0, 2, 2, 2, NWIRE
3545, 0, 88, 149, 40, 0, 0, 0, 0, NWIRE
6784, 0, 214, 352, 65, 5, 1, 1, 2, NWIRE
918, 8, 11, 42, 5, 0, 0, 0, 0, NWIRE
3914, 92, 35, 197, 48, 0, 0, 0, 0, NWIRE
1895, 22, 17, 87, 15, 0, 0, 0, 0, NWIRE
1030, 32, 29, 58, 24, 1, 1, 0, 0, NWIRE
934, 20, 14, 33, 8, 0, 1, 0, 0, NWIRE
3092, 38, 39, 135, 31, 0, 0, 0, 0, NWIRE
1582, 0, 34, 86, 15, 0, 4, 0, 0, NWIRE
1637, 32, 26, 75, 13, 1, 2, 0, 0, NWIRE
1279, 4, 14, 71, 3, 0, 0, 0, 0, NWIRE
1516, 0, 30, 63, 13, 1, 0, 0, 0, NWIRE
1564, 64, 14, 64, 11, 0, 1, 0, 0, NWIRE
1263, 0, 26, 88, 5, 0, 1, 0, 0, NWIRE
1530, 66, 21, 80, 24, 0, 1, 0, 0, NWIRE
7101, 46, 92, 328, 59, 0, 0, 0, 0, NWIRE
1259, 10, 36, 47, 10, 0, 3, 0, 0, NWIRE
1249, 0, 25, 59, 14, 1, 1, 0, 0, NWIRE
1051, 24, 37, 51, 22, 0, 1, 0, 0, NWIRE
1464, 0, 45, 55, 19, 0, 1, 0, 0, NWIRE
3501, 50, 75, 217, 22, 1, 0, 0, 0, NWIRE
1706, 46, 15, 93, 18, 0, 0, 0, 0, NWIRE
8194, 0, 208, 483, 75, 9, 4, 4, 0, NWIRE
9000, 0, 225, 563, 89, 1, 6, 3, 1, NWIRE
4234, 0, 150, 273, 44, 1, 3, 0, 1, NWIRE
22036, 0, 566, 1296, 192, 7, 16, 9, 5, NWIRE
4216, 0, 128, 259, 36, 6, 6, 0, 1, NWIRE
9756, 0, 267, 541, 78, 1, 8, 14, 1, NWIRE
70, 0, 9, 5, 0, 1, 1, 1, 0, BN
797, 0, 36, 40, 5, 3, 1, 1, 0, BN
522, 0, 31, 26, 1, 2, 0, 0, 0, BN
362, 0, 11, 21, 4, 1, 1, 0, 0, BN
416, 0, 15, 26, 8, 0, 1, 1, 0, BN
388, 0, 11, 16, 5, 1, 0, 0, 0, BN
1100, 0, 59, 70, 9, 1, 0, 2, 0, BN
353, 0, 15, 17, 5, 0, 0, 0, 0, BN
242, 0, 6, 10, 4, 0, 0, 0, 0, BN
1098, 0, 45, 68, 14, 1, 0, 0, 0, BN
399, 0, 19, 29, 3, 1, 0, 0, 0, BN
3418, 0, 143, 187, 40, 2, 2, 1, 0, BN
3591, 0, 82, 196, 38, 2, 1, 1, 0, BN
774, 0, 31, 46, 6, 0, 0, 0, 0, BN
3663, 0, 153, 206, 41, 1, 2, 3, 0, BN
255, 0, 15, 15, 0, 1, 0, 1, 0, BN
624, 0, 17, 36, 6, 0, 0, 0, 0, BN
502, 0, 12, 28, 6, 1, 0, 0, 0, BN
848, 0, 53, 37, 5, 0, 2, 0, 0, BN
1019, 0, 33, 64, 11, 0, 2, 0, 0, BN
1361, 0, 62, 69, 10, 0, 0, 0, 0, BN
4540, 0, 88, 273, 38, 4, 2, 5, 2, BN
399, 0, 20, 25, 4, 3, 1, 2, 0, BN
1411, 0, 32, 78, 16, 1, 2, 2, 0, BN
423, 0, 30, 24, 1, 2, 0, 2, 0, BN
2885, 0, 122, 128, 22, 2, 3, 0, 0, BN
1521, 0, 61, 90, 22, 3, 0, 0, 1, BN
693, 0, 20, 39, 9, 0, 1, 0, 0, BN
659, 0, 23, 30, 7, 1, 0, 0, 0, BN
2472, 0, 85, 122, 41, 2, 2, 0, 0, BN
2670, 0, 123, 168, 28, 3, 1, 4, 0, BN
2298, 0, 62, 91, 33, 1, 1, 0, 0, BN
754, 0, 25, 37, 9, 1, 1, 1, 0, BN
4174, 0, 79, 227, 37, 2, 1, 0, 0, BN
237, 0, 9, 14, 1, 0, 0, 0, 0, BN
120, 0, 5, 9, 1, 0, 0, 0, 0, BN
984, 0, 39, 47, 10, 3, 0, 0, 0, BN
2669, 0, 78, 140, 31, 3, 2, 3, 1, BN
2473, 0, 151, 136, 23, 0, 1, 0, 0, BN
1704, 0, 99, 91, 18, 3, 2, 3, 1, BN
3116, 0, 102, 166, 22, 0, 2, 0, 3, NWIRE
1797, 0, 54, 97, 15, 0, 0, 0, 0, NWIRE
4397, 0, 103, 264, 55, 0, 3, 1, 0, NWIRE
2679, 0, 88, 154, 29, 1, 6, 0, 1, NWIRE
940, 0, 30, 56, 7, 0, 0, 0, 1, NWIRE
2853, 0, 128, 168, 29, 2, 3, 0, 0, NWIRE
3397, 0, 103, 187, 25, 2, 3, 0, 2, NWIRE
2970, 0, 84, 154, 23, 1, 4, 0, 0, NWIRE
2711, 0, 90, 153, 25, 0, 2, 0, 1, NWIRE
5808, 0, 160, 291, 47, 1, 6, 0, 1, NWIRE
514, 0, 13, 26, 5, 0, 2, 0, 0, NWIRE
426, 0, 17, 26, 6, 0, 0, 0, 0, NWIRE
426, 0, 17, 26, 6, 0, 0, 0, 0, NWIRE
3040, 0, 76, 165, 16, 0, 2, 0, 0, NWIRE
4364, 0, 104, 255, 40, 1, 3, 0, 0, NWIRE
3142, 0, 94, 169, 23, 1, 4, 0, 0, NWIRE
7476, 0, 429, 324, 67, 1, 2, 0, 0, NWIRE
2914, 0, 94, 160, 12, 0, 3, 0, 2, NWIRE
815, 0, 34, 41, 2, 0, 0, 0, 2, NWIRE
2821, 0, 93, 162, 24, 0, 7, 0, 0, NWIRE
5486, 0, 168, 359, 59, 3, 4, 3, 0, NWIRE
2308, 0, 73, 139, 9, 0, 5, 0, 3, NWIRE
4225, 0, 70, 259, 51, 2, 3, 3, 0, NWIRE
4250, 0, 164, 260, 28, 2, 3, 2, 0, NWIRE
3667, 0, 87, 200, 48, 1, 5, 0, 0, NWIRE
11236, 0, 274, 697, 108, 4, 10, 4, 0, NWIRE
8698, 0, 240, 547, 102, 5, 7, 3, 2, NWIRE
5545, 0, 151, 340, 58, 3, 10, 1, 0, NWIRE
4562, 0, 155, 261, 43, 1, 5, 2, 3, NWIRE
4246, 0, 137, 263, 57, 6, 1, 0, 1, NWIRE
2859, 0, 126, 130, 37, 0, 1, 0, 0, NWIRE
540, 0, 0, 31, 6, 0, 1, 0, 0, NWIRE
567, 0, 0, 22, 5, 0, 1, 0, 0, NWIRE
163, 0, 0, 3, 3, 0, 0, 0, 0, NWIRE
534, 0, 0, 19, 5, 0, 0, 0, 0, NWIRE
822, 0, 0, 52, 7, 0, 0, 0, 0, NWIRE
1146, 0, 0, 57, 20, 1, 4, 0, 2, NWIRE
451, 0, 0, 26, 8, 0, 1, 0, 1, NWIRE
789, 0, 0, 54, 9, 0, 0, 0, 1, NWIRE
1059, 0, 0, 60, 10, 1, 1, 0, 0, NWIRE
1857, 0, 0, 115, 21, 0, 3, 0, 2, NWIRE
2637, 0, 0, 131, 47, 2, 5, 0, 6, NWIRE
789, 0, 0, 56, 6, 0, 2, 0, 0, NWIRE
2811, 0, 0, 160, 30, 0, 5, 0, 0, NWIRE
1657, 0, 0, 93, 25, 0, 4, 0, 1, NWIRE
487, 0, 0, 21, 7, 0, 1, 0, 1, NWIRE
780, 0, 0, 23, 9, 0, 0, 0, 1, NWIRE
1170, 0, 0, 59, 12, 2, 0, 0, 1, NWIRE
1380, 0, 0, 72, 24, 3, 1, 0, 1, NWIRE
230, 0, 0, 8, 5, 0, 0, 0, 0, NWIRE
1393, 0, 0, 81, 16, 0, 0, 0, 1, NWIRE
902, 0, 0, 61, 11, 0, 1, 0, 0, NWIRE
622, 0, 0, 41, 12, 1, 3, 0, 1, NWIRE
2592, 0, 0, 168, 24, 0, 1, 0, 0, NWIRE
1047, 0, 0, 55, 16, 2, 3, 0, 1, NWIRE
989, 0, 3, 66, 15, 0, 2, 0, 0, NWIRE
954, 0, 0, 56, 23, 0, 1, 0, 1, NWIRE
504, 0, 0, 37, 10, 0, 0, 0, 0, NWIRE
205, 0, 0, 12, 2, 0, 0, 0, 0, NWIRE
664, 0, 0, 29, 17, 0, 1, 0, 0, NWIRE
1657, 0, 3, 104, 27, 2, 4, 0, 3, NWIRE
958, 0, 0, 55, 16, 0, 1, 0, 2, NWIRE
678, 0, 0, 43, 7, 0, 1, 0, 0, NWIRE
881, 0, 0, 55, 12, 0, 0, 0, 0, NWIRE
808, 0, 0, 49, 14, 0, 2, 0, 0, NWIRE
1455, 0, 0, 83, 33, 0, 1, 0, 1, NWIRE
1285, 0, 0, 59, 13, 0, 1, 0, 0, NWIRE
1571, 0, 0, 100, 12, 1, 5, 0, 1, NWIRE
1939, 0, 0, 129, 24, 1, 1, 0, 1, NWIRE
21728, 2, 0, 1297, 271, 10, 44, 0, 11, NWIRE
3305, 0, 0, 187, 41, 2, 2, 0, 0, NWIRE
3694, 0, 0, 221, 36, 0, 4, 0, 5, NWIRE
2832, 0, 0, 155, 20, 1, 2, 1, 1, NWIRE
8446, 0, 0, 538, 134, 3, 9, 1, 7, NWIRE
4117, 0, 0, 244, 52, 1, 3, 0, 1, NWIRE
7446, 0, 0, 429, 78, 8, 4, 0, 3, NWIRE
3459, 0, 0, 232, 37, 1, 1, 0, 0, NWIRE
2542, 0, 0, 189, 32, 1, 5, 0, 2, NWIRE
8303, 0, 0, 541, 109, 3, 4, 0, 1, NWIRE
4011, 0, 0, 241, 49, 1, 1, 0, 3, NWIRE
894, 0, 0, 61, 14, 0, 1, 0, 0, NWIRE
4022, 0, 0, 276, 49, 1, 0, 0, 1, NWIRE
3967, 0, 0, 269, 49, 1, 4, 0, 2, NWIRE
2320, 0, 6, 173, 26, 2, 7, 0, 0, NWIRE
5363, 0, 0, 387, 64, 0, 1, 0, 0, NWIRE
3654, 0, 0, 260, 48, 2, 4, 0, 0, NWIRE
2620, 0, 0, 199, 25, 1, 3, 0, 0, NWIRE
8813, 0, 0, 555, 106, 4, 6, 0, 5, NWIRE
3481, 0, 0, 239, 39, 3, 2, 0, 0, NWIRE
911, 0, 0, 76, 12, 0, 0, 0, 1, NWIRE
2101, 0, 0, 135, 33, 3, 2, 0, 0, NWIRE
6957, 0, 0, 427, 81, 1, 5, 0, 1, NWIRE
3601, 0, 0, 217, 52, 1, 3, 0, 1, NWIRE
1334, 0, 0, 82, 21, 2, 3, 0, 0, NWIRE
1422, 0, 0, 81, 25, 0, 0, 0, 0, NWIRE
4904, 52, 86, 257, 60, 0, 4, 0, 0, NWIRE
524, 6, 22, 17, 6, 1, 0, 0, 0, NWIRE
2616, 36, 54, 104, 22, 0, 2, 0, 0, NWIRE
2117, 4, 60, 101, 15, 0, 1, 0, 0, NWIRE
1788, 0, 27, 96, 13, 0, 2, 0, 0, NWIRE
1518, 8, 41, 75, 18, 0, 1, 0, 0, NWIRE
3481, 22, 32, 160, 26, 1, 1, 0, 0, NWIRE
2299, 24, 48, 104, 17, 0, 4, 0, 0, NWIRE
2291, 16, 27, 102, 45, 0, 17, 0, 0, NWIRE
2816, 34, 48, 123, 29, 0, 2, 0, 0, NWIRE
1629, 0, 13, 81, 29, 0, 6, 0, 0, NWIRE
1416, 0, 26, 54, 20, 1, 0, 0, 0, NWIRE
1933, 0, 30, 101, 15, 0, 0, 0, 0, NWIRE
1492, 0, 19, 60, 9, 0, 1, 0, 0, NWIRE
1545, 4, 38, 44, 10, 0, 0, 0, 0, NWIRE
676, 0, 32, 45, 3, 0, 0, 0, 0, NWIRE
3362, 18, 40, 114, 34, 1, 0, 0, 0, NWIRE
2553, 20, 48, 145, 27, 1, 0, 0, 0, NWIRE
1518, 4, 27, 74, 10, 0, 2, 0, 0, NWIRE
1906, 18, 25, 78, 21, 0, 7, 0, 0, NWIRE
13376, 0, 0, 780, 188, 2, 28, 0, 8, NWIRE
3648, 0, 1, 221, 38, 0, 4, 0, 1, NWIRE
330, 2, 0, 19, 4, 1, 2, 0, 0, NWIRE
7954, 0, 0, 468, 83, 3, 10, 0, 2, NWIRE
2116, 0, 1, 115, 32, 1, 5, 0, 1, NWIRE
6637, 10, 0, 382, 110, 2, 20, 0, 4, NWIRE
5801, 0, 0, 349, 66, 4, 5, 0, 7, NWIRE
